Year,Type,Country,Area,Activity,Fatal,Species ,,
2016,Unprovoked,USA,Hawaii,Swimming,N,"Tiger shark, 10'",,
2016,Unprovoked,NEW CALEDONIA,North Province,Kite surfing,Y,,,
2016,Unprovoked,USA,South Carolina,Boogie boarding,N,,,
2016,Unprovoked,AUSTRALIA,Western Australia,Surfing,N,,,
2016,Unprovoked,USA,Florida,Body boarding,N,,,
2016,Unprovoked,USA,California,Spearfishing,N,"White shark, 8' to 10'",,
2016,Invalid,MEXICO,,Cage Diving,,Invalid,,
2016,Unprovoked,USA,Florida,Surfing,N,"Bull shark, 6'",,
2016,Unprovoked,USA,Florida,Surfing,N,,,
2016,Unprovoked,REUNION,,Surfing,N,"Bull shark, 3.5 m",,
2016,Unprovoked,USA,Florida,Wading,N,,,
2016,Unprovoked,BAHAMAS,New Providence Island,Snorkeling,N,,,
2016,Unprovoked,USA,Hawaii,SUP Foil boarding,N,"Tiger shark, 10'",,
2016,Unprovoked,USA,Florida,Surfing,N,Blacktip shark,,
2016,Unprovoked,SPAIN,Alicante Province,Swimming,N,Blue shark,,
2016,Unprovoked,CHINA,Hong Kong,Swimming,N,,,
2016,Boating,AUSTRALIA,Western Australia,Kayaking,N,White shark,,
2016,Provoked,USA,Florida,Lobstering,N,"Nurse shark, 4'",,
2016,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2016,Unprovoked,JAPAN,Kochi Prefecture,Surfing,N,,,
2016,Unprovoked,AUSTRALIA,Tasmania,Surfing,N,,,
2016,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,N,"Bull shark, 6'",,
2016,Provoked,AUSTRALIA,Queensland,Fishing,N,"reef shark, 1m",,
2016,Boating,USA,Alabama,Fishing in Alabama Deep Fishing Rodeo,N,"Tiger shark, 10'",,
2016,Unprovoked,USA,Florida,Surfing,N,,,
2016,Unprovoked,USA,Florida,,N,,,
2016,Unprovoked,USA,California,Kite surfing,N,"White shark, 10' to 12'",,
2016,Unprovoked,USA,South Carolina,Swimming,N,,,
2016,Unprovoked,BAHAMAS,,Scuba Diving,N,"Lemon shark, 9'",,
2016,Unprovoked,SPAIN,Canary Islands,Wading,N,Angel shark,,
2016,Boating,USA,California,Fishing for squid,N,White shark,,
2016,Provoked,USA,Massachusetts,Fishing,N,dogfish shark,,
2016,Boating,USA,California,Fishing for sharks,N,White shark,,
2016,Unprovoked,USA,Florida,Swimming,N,,,
2016,Provoked,AUSTRALIA,Queensland,Fishing,N,Tawny nurse shark,,
2016,Unprovoked,USA,South Carolina,,N,3' to 4' shark,,
2016,Unprovoked,USA,North Carolina,Surfing,N,,,
2016,Unprovoked,COLUMBIA,Isla Providencia,Scuba Diving,N,"Caribbean reef shark, 4.5'",,
2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,N,White shark,,
2016,Unprovoked,USA,South Carolina,Floating,N,3' to 5' shark,,
2016,Unprovoked,USA,Florida,Wading,N,,,
2016,Unprovoked,USA,Hawaii,Surfing,N,3' to 4' shark,,
2016,Provoked,AUSTRALIA,Western Australia,Spearfishing,N,5' shark,,
2016,Unprovoked,USA,Texas,Floating in tube,N,3' to 4' shark,,
2016,Unprovoked,USA,North Carolina,Standing,N,3' shark,,
2016,Invalid,USA,South Carolina,Surfing,,Said to involve an 8' shark but more likely damage caused by debris,,
2016,Unprovoked,USA,Florida,Swimming,N,,,
2016,Unprovoked,AUSTRALIA,Western Australia,Diving,Y,3+ m shark,,
2016,Unprovoked,EGYPT,Suez,Swimming,N,Mako shark,,
2016,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,,Bronze whaler sharks x 3,,
2016,Unprovoked,NEW CALEDONIA,,Kite surfing,N,3 m shark,,
2016,Unprovoked,AUSTRALIA,Western Australia,Surfing,Y,White shark,,
2016,Unprovoked,USA,California,Swimming,N,,,
2016,Unprovoked,USA,Florida,Swimming,N,5' shark,,
2016,Unprovoked,USA,Florida,Swimming,N,,,
2016,Unprovoked,USA,Florida,Swimming,N,"Bull shark, 4' to 5'",,
2016,Unprovoked,USA,Florida,Swimming,N,,,
2016,Unprovoked,USA,Florida,Swimming,N,"Blacktip shark, 4'",,
2016,Provoked,USA,Florida,Teasing a shark,N,"Nurse shark, 2'",,
2016,Unprovoked,USA,Hawaii,Floating,N,,,
2016,Provoked,NEW ZEALAND,North Island,Fishing,N,"Mako shark, 1.5 m [5']",,
2016,Unprovoked,INDONESIA,Bali,Surfing,N,"Bull shark, 6'",,
2016,Unprovoked,USA,Florida,Surfing,N,,,
2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,N,White shark,,
2016,Unprovoked,AUSTRALIA,New South Wales,Swimming,N,Wobbegong shark,,
2016,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,"Grey reef shark, 2 m",,
2016,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,N,"Grey reef shark, 2 m",,
2016,Unprovoked,USA,Florida,Spearfishing,N,"Bull shark, 7'",,
2016,Unprovoked,NEW CALEDONIA,Grand Terre,Walking,Y,"Tiger shark, 2.5 m",,
2016,Invalid,CAPE VERDE,Boa Vista Island,,,Shark involvement not confirmed,,
2016,Unprovoked,USA,Florida,Fishing,N,5' to 6' shark,,
2016,Invalid,USA,Florida,SUP,,,,
2016,Unprovoked,USA,Hawaii,Snorkeling,N,,,
2016,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2016,Unprovoked,USA,Florida,,,Shark involvement not confirmed,,
2016,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2016,Provoked,BAHAMAS,,,N,"Nurse shark, 2.5-ft",,
2016,Invalid,USA,California,Surfing,,Shark involvement not confirmed,,
2016,Unprovoked,USA,Florida,Body surfing,N,,,
2016,Unprovoked,Fiji,Vanua Levu,Diving for beche-de-mer,Y,,,
2016,Unprovoked,USA,Florida,,N,,,
2016,Unprovoked,AUSTRALIA,South Australia,Fishing,N,Bronze whaler,,
2016,Unprovoked,BRAZIL,Santa Catarina State,Swimming,N,Sandtiger shark,,
2016,Unprovoked,NEW CALEDONIA,South Province,Kite surfing,N,,,
2016,Unprovoked,NEW CALEDONIA,South Province,Spearfishing,N,,,
2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Wading,N,,,
2016,Invalid,CAYMAN ISLANDS,Grand Cayman,Feeding stingrays?,,No shark involvement,,
2016,Invalid,AUSTRALIA,Tasmania,Surfing,,No shark involvement,,
2016,Unprovoked,AUSTRALIA,Queensland,Walking,N,,,
2016,Unprovoked,AUSTRALIA,New South Wales,Windsurfing,N,,,
2016,Unprovoked,BRAZIL,Balneário Camboriú,Swimming,N,Sandtiger shark,,
2016,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,N,,,
2016,Unprovoked,USA,Hawaii,Surfing,N,"Reef shark, 5'",,
2016,Unprovoked,USA,Hawaii,Surfing,N,,,
2016,Unprovoked,USA,Texas,Spearfishing,N,Bull sharks x 2,,
2016,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,N,Mako shark,,
2016,Unprovoked,USA,Hawaii,Paddle boarding,N,"Tiger shark, 14'",,
2016,Unprovoked,AUSTRALIA,Queensland,Surfing,N,Wobbegong shark,,
2016,Unprovoked,AUSTRALIA,Queensland,Wading,N,Blacktip shark,,
2016,Unprovoked,AUSTRALIA,Queensland,Spearfishing,N,3 m shark,,
2015,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,N,"White shark, 3 m",,
2015,Unprovoked,SPAIN,Grand Canary Island,Swimming,N,"Silky shark, 6.5'",,
2015,Unprovoked,USA,Hawaii,Paddle boarding,N,9' shark,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,"Bronze whaler shark, 6'",,
2015,Unprovoked,BRAZIL,Pernambuco,Scuba diving,N,"Tiger shark, 1.5 m",,
2015,Unprovoked,ARUBA,,Sea disaster,Y,,,
2015,Boating,AUSTRALIA,New South Wales,Fishing,N,"White shark, 3.5 m",,
2015,Unprovoked,BAHAMAS,,Lobster fishing,N,Bull shark,,
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,N,,,
2015,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,N,Galapagos shark,,
2015,Unprovoked,USA,Florida,Surfing,N,,,
2015,Unprovoked,USA,Florida,Swimming,N,,,
2015,Unprovoked,USA,Florida,Surfing,N,"Spinner shark, 7'",,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,"Bull shark, 2.8 to 3.1 m",,
2015,Invalid,USA,Florida,Surfing,,Shark involvement not confirmed,,
2015,Unprovoked,USA,Hawaii,Swimming,N,,,
2015,Unprovoked,USA,Florida,Wading,N,3' to 5' shark,,
2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,N,,,
2015,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,N,,,
2015,Unprovoked,USA,Hawaii,Body boarding,N,,,
2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,"White shark, 3 to 3.5m",,
2015,Unprovoked,USA,Florida,Surfing,N,5' shark,,
2015,Unprovoked,USA,Florida,Surfing,N,"Spinner shark, 5'",,
2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,Y,,,
2015,Invalid,USA,Hawaii,Surfing,,No shark involvement,,
2015,Unprovoked,USA,Hawaii,Swimming,N,"Tiger shark, 7'",,
2015,Boating,USA,California,Kayak Fishing,N,Hammerhead sp.,,
2015,Unprovoked,USA,South Carolina,Boogie boarding,N,,,
2015,Unprovoked,USA,Hawaii,Surfing,N,"Tiger shark, 13'",,
2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,N,,,
2015,Unprovoked,AUSTRALIA,Western Australia,Surfing,N,,,
2015,Unprovoked,USA,Florida,Body boarding,N,,,
2015,Unprovoked,USA,Texas,Wading,N,4' to 5' shark,,
2015,Unprovoked,USA,Florida,Surfing,N,"Blacktip shark, 4' to 5'",,
2015,Unprovoked,USA,Florida,Surfing,N,"Blacktip shark, 5' to 6'",,
2015,Unprovoked,AUSTRALIA,Queensland,Snorkeling,N,,,
2015,Boating,USA,California,Kayak fishing,N,"White shark, 19'",,
2015,Unprovoked,USA,Florida,Surfing,N,juvenile shark,,
2015,Unprovoked,USA,Hawaii,Spearfishing,N,"Tiger shark, 13'",,
2015,Unprovoked,USA,Florida,Wading,N,4' shark,,
2015,Unprovoked,USA,Florida,Photographing fish,N,,,
2015,Boating,USA,California,Kayak Fishing,N,Hammerhead shark,,
2015,Unprovoked,USA,Florida,Swimming,N,,,
2015,Unprovoked,USA,Florida,Surfing,N,,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,6' shark,,
2015,Unprovoked,USA,California,Stand-Up Paddleboarding,N,"White shark, 11' to 12'",,
2015,Provoked,USA,California,Kayak Fishing,N,Hammerhead shark.,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,N,"White shark, 2.5 m",,
2015,Unprovoked,USA,South Carolina,,N,4' shark?,,
2015,Unprovoked,THAILAND,Phuket,Wading,N,small shark,,
2015,Unprovoked,FIJI,,Spearfishing,N,Tiger shark,,
2015,Unprovoked,USA,California,Surfing,N,"White shark, 11' to 12'",,
2015,Unprovoked,USA,California,Surfing,N,"White shark, 10' to 12'",,
2015,Invalid,USA,Florida,,,Shark involvement not confirmed,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2015,Unprovoked,USA,South Carolina,Surfing,N,4' shark,,
2015,Unprovoked,USA,Florida,Walking,N,3' shark,,
2015,Boating,USA,California,Kayak Fishing,N,"White shark, 13'",,
2015,Invalid,SPAIN,Alicante,Swimming,,Shark involvement not confirmed,,
2015,Provoked,USA,California,Spearfishing,N,Hammerhead shark. 6' to 7',,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,White shark,,
2015,Unprovoked,COSTA RICA,Guanacaste,Surfing,N,,,
2015,,AUSTRALIA,Victoria,Surfing,,,,
2015,Unprovoked,USA,Florida,Surfing,N,"Blacktip or spinner shark, 4'",,
2015,Invalid,USA,South Carolina,Floating,,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed",,
2015,Unprovoked,AUSTRALIA,Tasmania,Scallop diving on hookah,Y,"White shark, 3.9 to 4.2 m",,
2015,Provoked,USA,California,Kayak Fishing,N,"Mako shark, 100-lb",,
2015,Unprovoked,AUSTRALIA,Victoria,Surfing,N,"Bronze whaler shark, 1.5m",,
2015,Unprovoked,REUNION,,Surfing,N,"Bull shark, 2m",,
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,N,White shark,,
2015,Unprovoked,USA,California,Surfing,N,"White shark, 7'",,
2015,Invalid,USA,California,Treading water,,Shark involvement not cofirmed,,
2015,Invalid,FRENCH POLYNESIA,Bora Bora,Swimming,,No shark involvement,,
2015,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,N,6' shark,,
2015,Unprovoked,USA,North Carolina,,N,,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,White shark,,
2015,Unprovoked,AUSTRALIA,New South Wales,Body boarding,N,White shark,,
2015,Unprovoked,USA,North Carolina,Swimming,N,6' to 7' shark,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2015,Unprovoked,USA,South Carolina,Playing in the water,N,4' to 5' shark,,
2015,Unprovoked,USA,North Carolina,Swimming,N,Bull shark,,
2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Body Boarding,N,White shark,,
2015,Invalid,USA,Florida,Swimming,,Shark involvement not confirmed,,
2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,"White shark, 2m to 3 m",,
2015,Unprovoked,USA,South Carolina,Standing,N,4' shark,,
2015,Provoked,AUSTRALIA,Western Australia,Swimming,N,Wobbegong shark,,
2015,Unprovoked,USA,North Carolina,Body surfing?,N,,,
2015,Unprovoked,USA,North Carolina,Swimming,N,Sandtiger shark,,
2015,Invalid,AUSTRALIA,Western Australia,Surfing,N,White shark,,
2015,Unprovoked,USA,South Carolina,Standing,N,small shark,,
2015,Unprovoked,PUERTO RICO,,Spearfishing,N,,,
2015,Unprovoked,USA,Florida,Swimming,N,,,
2015,Unprovoked,USA,North Carolina,Wading,N,Bull shark,,
2015,Unprovoked,USA,North Carolina,Wading,N,Bull shark,,
2015,Unprovoked,USA,California,,N,Mako shark,,
2015,Unprovoked,USA,North Carolina,Boogie boarding,N,4' shark,,
2015,Unprovoked,USA,Florida,Playing,N,"Bull shark, 5'",,
2015,Unprovoked,USA,Florida,Attempting to rescue a shark,N,small nurse shark,,
2015,Unprovoked,REUNION,Le Port,Surfing,N,"Bull shark, 2.5 m",,
2015,Unprovoked,USA,Florida,Standing,N,,,
2015,Unprovoked,USA,Florida,Wading,N,,,
2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Spearfishing,N,1m to 1.2 m shark,,
2015,Unprovoked,USA,Florida,Swimming,N,,,
2015,Unprovoked,USA,Florida,Surfing,N,5' shark,,
2015,Unprovoked,USA,South Carolina,,N,6' shark,,
2015,Unprovoked,NEW CALEDONIA,,Snorkeling,Y,"Bull shark, 3.5 m",,
2015,Unprovoked,USA,Florida,Swimming,N,,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,White shark,,
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Diving,N,"White shark, 3.5 m",,
2015,Unprovoked,USA,Hawaii,Snorkeling,Y,,,
2015,Unprovoked,USA,Florida,Wading,N,3- to 4-foot shark,,
2015,Unprovoked,AUSTRALIA,South Australia,Surfing,N,"White shark, 6 m",,
2015,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,N,"White shark, 3 m",,
2015,Unprovoked,USA,Florida,Photographing the shark,N,"Blue shark, 8 to 9 feet",,
2015,Unprovoked,REUNION,Saint-Gilles-les-Bains,Surfing,Y,Bull shark,,
2015,Unprovoked,AUSTRALIA,New South Wales,Paddle boarding,N,,,
2015,Unprovoked,USA,Florida,Spearfishing,N,Bull shark,,
2015,Invalid,ITALY,Sardinia,Diving,,Shark involvement not cofirmed,,
2015,Invalid,BRAZIL,Pernambuco,Surfing,,No shark involvement,,
2015,Boating,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,N,"White shark, 4 m",,
2015,Unprovoked,EGYPT,,Swimming,Y,Mako shark,,
2015,Unprovoked,USA,Hawaii,Standing / Snorkeling,N,"Tiger shark, 8 to 12 feet",,
2015,Unprovoked,FRENCH POLYNESIA,Bora Bora,Hand feeding sharks,N,Blacktip shark,,
2015,Boating,AUSTRALIA,New South Wales,Fishing,N,,,
2015,Provoked,MEXICO,Sinaloa,Fishing,N,,,
2015,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,Sitting in the water,N,Blacktip Reef shark,,
2015,Boating,ATLANTIC OCEAN,,Transatlantic Rowing,N,White shark,,
2015,Unprovoked,REUNION,d’Étang-Salé,Swimming,Y,"Tiger shark, 3.5 m",,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,Y,3.5 to 4 m shark,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,2 m to 3 m shark,,
2015,Unprovoked,AUSTRALIA,New South Wales,Bodysurfing,N,1.8 m shark,,
2015,Boating,AUSTRALIA,Queensland,Rowing,N,"Bull shark, 1.3 m",,
2015,Provoked,USA,Hawaii,Shark fishing,N,4' shark,,
2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating,N,,,
2015,Boating,USA,Florida,Fishing,N,White shark,,
2015,Invalid,AUSTRALIA,New South Wales,Surfing & filming dolphins,,Shark involvement not confirmed,,
2015,Boating,AUSTRALIA,New South Wales,Fishing,N,5 m shark,,
2015,Unprovoked,AUSTRALIA,New South Wales,Filming,N,1.5 m shark,,
2015,Invalid,USA,Florida,Swimming after falling overboard,,No shark involvement,,
2015,Unprovoked,BAHAMAS,Abaco Islands,Snorkeling,N,White shark or oceanic whitetip shark,,
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,N,"Raggedtooth shark, 1.3 m",,
2015,Unprovoked,USA,Florida,,N,"""A small shark""",,
2014,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,2 m shark,,
2014,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,Y,"White shark, 4 to 5 m",,
2014,Sea Disaster,GREECE,,,N,Shark involvement prior to death still to be determined,,
2014,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,,Shark involvement not confirmed & highly unlikely,,
2014,Unprovoked,USA,California,Surfing,N,"White shark, 8' to 10'",,
2014,Provoked,AUSTRALIA,Victoria,Fishing,N,1.5 m shark,,
2014,Unprovoked,JAPAN,,Diving / Filming,N,Goblin shark,,
2014,Unprovoked,AUSTRALIA,Queensland,Spearfishing,Y,Tiger shark,,
2014,Provoked,SPAIN,Granada,Fishing for blue sharks,N,,,
2014,Unprovoked,AUSTRALIA,Western Australia,Surfing,N,,,
2014,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing,Y,,,
2014,Boating,AUSTRALIA,Western Australia,Fishing,N,White shark,,
2014,Boating,USA,California,,N,White shark,,
2014,Unprovoked,USA,Florida,Surfing,N,2' shark,,
2014,Unprovoked,USA,Hawaii,Snorkeling,N,1.5 m shark,,
2014,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2014,Unprovoked,USA,Florida,Surfing,N,,,
2014,Unprovoked,USA,Hawaii,Surfing,N,"Tiger shark, 12'",,
2014,Provoked,AUSTRALIA,New South Wales,Surfing,N,,,
2014,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,N,Tiger shark,,
2014,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,N,,,
2014,Boating,USA,California,Canoeing,N,,,
2014,Unprovoked,USA,Hawaii,Surfing,N,12' to 14' shark,,
2014,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,1 m shark,,
2014,Unprovoked,USA,South Carolina,Standing in inner tube,N,"Bull shark, 3' to 4'",,
2014,Unprovoked,USA,Florida,Body surfing or Boogie boarding,N,,,
2014,Boating,AUSTRALIA,Western Australia,Kayaking,N,,,
2014,Unprovoked,USA,Florida,Surfing,N,Blacktip shark,,
2014,Unprovoked,USA,Florida,Fishing,N,,,
2014,Unprovoked,USA,Florida,Surfing,N,Blacktip shark,,
2014,Boating,USA,California,Kayaking,N,"White shark, 18' to 20'",,
2014,Boating,USA,California,Kayaking,N,White shark,,
2014,Unprovoked,USA,California,Surfing,N,8' to 10' shark,,
2014,Unprovoked,AUSTRALIA,Western Australia,Surfing,N,"2 white shark: 13' & 9""8""",,
2014,Unprovoked,USA,Florida,Surfing,N,,,
2014,Unprovoked,FRENCH POLYNESIA,Moorea,Feeding fish,N,Blacktip shark,,
2014,Invalid,USA,California,Surfing,,No shark involvement,,
2014,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,7' shark,,
2014,Unprovoked,USA,Alabama,Fishing,N,Bull shark,,
2014,Boating,USA,Massachusetts,Kayaking,N,"White shark, 12' to 14'",,
2014,Provoked,USA,Florida,Fishing,N,3' to 4' shark,,
2014,Unprovoked,SPAIN,Catalonia,Playing with an air mattress,N,,,
2014,Unprovoked,USA,Florida,Body surfing,N,Spinner shark,,
2014,Unprovoked,USA,Florida,Surfing,N,Spinner shark or blacktip shark,,
2014,Invalid,USA,Florida,,,Shark involvement not confirmed,,
2014,Provoked,USA,Maryland,Fishing,N,,,
2014,Unprovoked,SPAIN,Alicante,Swimming,N,small shark,,
2014,Unprovoked,USA,North Carolina,Surfing,N,4' to 6' shark,,
2014,Unprovoked,USA,South Carolina,Standing,N,,,
2014,Provoked,USA,Florida,Fishing for sharks,N,"Bull shark, 4.5'",,
2014,Unprovoked,USA,North Carolina,Kite boarding,N,4' shark,,
2014,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,N,reef shark,,
2014,Unprovoked,USA,Florida,Standing,N,"Bull shark, 8'",,
2014,Unprovoked,USA,Florida,,N,,,
2014,Unprovoked,BAHAMAS,,Spearfishing,N,"Bull shark, 9' to 10'",,
2014,Unprovoked,USA,Florida,Swimming,N,,,
2014,Unprovoked,USA,Louisiana,Swimming,N,"Bull shark, 5'",,
2014,Unprovoked,USA,South Carolina,Boogie boarding,N,4' tp 5' shark,,
2014,Unprovoked,USA,Florida,Swimming,N,,,
2014,Unprovoked,USA,Florida,Surfing,N,,,
2014,Unprovoked,USA,Florida,Boogie boarding,N,,,
2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,N,White shark,,
2014,Invalid,,,Sea disaster,,Shark involvement not confirmed,,
2014,Unprovoked,USA,North Carolina,Swimming,N,Possibly juvenile tiger shark,,
2014,Unprovoked,REUNION,Saint-Leu,Surfing,N,1.8 metre shark,,
2014,Unprovoked,USA,Florida,Standing,N,,,
2014,Unprovoked,SPAIN,Canary Islands,Wading,N,Angel shark,,
2014,Unprovoked,USA,Hawaii,Swimming,N,6' to 8' shark,,
2014,Unprovoked,USA,Florida,Swimming,N,4' shark,,
2014,Invalid,BAHAMAS,West End,Shark diving,,Shark involvement not confirmed,,
2014,Unprovoked,USA,North Carolina,Body surfing,N,,,
2014,Unprovoked,USA,Florida,Surfing,N,,,
2014,Provoked,USA,California,Swimming,N,"White shark, 7'",,
2014,Unprovoked,USA,California,Surfing,N,,,
2014,Unprovoked,USA,South Carolina,Body surfing,N,4' to 5' shark,,
2014,Boat,ST. MARTIN,,Transatlantic Rowing,N,Oceanic whitetip shark',,
2014,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,N,"Caribbean reef shark, 7' to 8'",,
2014,Unprovoked,AUSTRALIA,South Australia,Surfing,N,,,
2014,Unprovoked,AUSTRALIA,South Australia,Body boarding,N,,,
2014,Provoked,AUSTRALIA,Western Australia,Petting a shark,N,"Lemon shark, 3.5 m",,
2014,Unprovoked,BRAZIL,,Fishing,N,,,
2014,Unprovoked,USA,Delaware,Standing,N,"Sandbar shark, 3' to 4'",,
2014,Unprovoked,AUSTRALIA,South Australia,Body boarding,N,"Bronze whaler shark, 1.5m",,
2014,Unprovoked,JAPAN,Atsumi peninsula,Surfing,N,,,
2014,Unprovoked,USA,Texas,Kneeling in the water,N,,,
2014,Unprovoked,USA,Florida,Swimming,N,Bull shark,,
2014,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,,
2014,Unprovoked,USA,Palmyra Atoll,Tagging sharks,N,Blacktip Reef shark,,
2014,Unprovoked,AUSTRALIA,Queensland,Fell into the water,N,"Bull shark, 1.2m",,
2014,Unprovoked,FRANCE,Wallis and Futuna,Scuba diving,N,3m shark,,
2014,Provoked,AUSTRALIA,New South Wales,Teasing a shark,N,"Tawney nurse shark, 1m",,
2014,Unprovoked,USA,Florida,Body boarding,N,,,
2014,Unprovoked,AUSTRALIA,South Australia,Surfing,N,"white shark, 15'",,
2014,Unprovoked,USA,Florida,Wading,N,,,
2014,Unprovoked,USA,Georgia,Surfing,N,Shark involvement not confirmed,,
2014,Invalid,USA,Florida,Diving,,No shark involvement,,
2014,Unprovoked,USA,South Carolina,Swimming,N,4' to 5' shark,,
2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving,N,Cow shark,,
2014,Unprovoked,USA,Florida,Surfing,N,3' shark,,
2014,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,N,reef shark?,,
2014,Unprovoked,USA,Florida,Swimming,N,,,
2014,Unprovoked,USA,Florida,Wading,N,,,
2014,Boat,SOUTH AFRICA,,Shark watching,N,White shark,,
2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,N,"Raggedtooth shark, 2m",,
2014,Unprovoked,USA,Florida,Surfing,N,,,
2014,Unprovoked,USA,Florida,Surfing,N,,,
2014,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,3 m to 4 m white shark,,
2014,Invalid,AUSTRALIA,Western Australia,Diving for lobsters,,Shark involvement prior to death not confirmed,,
2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,Y,2 m shark,,
2014,Unprovoked,USA,Florida,Kite Surfing,N,4' to 5' shark,,
